,Blank,Blank1,Ground,Inns,Opposition,Overs,RPO,Result,Score,Start Date,Team
1753,,v Bermuda,6 Apr 2009,2,Potchefstroom,45.0,5.77,won,260/3,,Kenya
1754,,v England,4 Sep 2009,1,The Oval,50.0,5.20,won,260/5,,Australia
1755,,v Sri Lanka,4 Jan 2010,1,Dhaka,50.0,5.20,lost,260/7,,Bangladesh
1756,,v England,2 Mar 2010,1,Dhaka,50.0,5.20,lost,260/6,,Bangladesh
1757,,v South Africa,8 Nov 2010,2,Dubai (DSC),44.5,5.79,lost,260,,Pakistan
1758,,v India,24 Mar 2011,1,Ahmedabad,50.0,5.20,lost,260/6,,Australia
1759,,v Pakistan,30 Mar 2011,1,Mohali,50.0,5.20,won,260/9,,India
1760,,v India,5 Dec 2011,1,Ahmedabad,50.0,5.20,won,260/5,,West Indies
1761,,v Pakistan,13 Feb 2012,1,Abu Dhabi,50.0,5.20,won,260/7,,England
1762,,v West Indies,7 Jul 2012,2,Kingston,47.0,5.53,lost,260,,New Zealand
1763,,v South Africa,25 Jan 2013,1,Potchefstroom,50.0,5.20,lost,260/9,,New Zealand
1764,,v Zimbabwe,31 Aug 2013,1,Harare,50.0,5.20,won,260/6,,Pakistan
1765,,v Scotland,30 Jan 2014,1,Christchurch,50.0,5.20,lost,260,,Kenya
1766,,v Sri Lanka,8 Mar 2014,1,Dhaka,50.0,5.20,lost,260/5,,Pakistan
1767,,v Bangladesh,9 Mar 2015,2,Adelaide,48.3,5.36,lost,260,,England
1768,,v Ireland,10 Mar 2015,2,Hamilton,36.5,7.05,won,260/2,,India
1769,,v England,24 Aug 2016,1,Southampton,50.0,5.20,lost,260/6,,Pakistan
1770,,v India,26 Oct 2016,1,Ranchi,50.0,5.20,won,260/7,,New Zealand
1771,,v New Zealand,14 Apr 1985,1,Albion,50.0,5.18,won,259/5,,West Indies
1772,,v India,11 Jan 1986,1,Brisbane,50.0,5.18,lost,259/9,,New Zealand
1773,,v England,25 Oct 1989,2,Kanpur,48.1,5.37,won,259/4,,India
1774,,v Pakistan,27 Mar 1993,1,Port of Spain,45.0,5.75,lost,259/4,,West Indies
1775,,v West Indies,11 Nov 1994,1,Jaipur,50.0,5.18,won,259/5,,India
1776,,v South Africa,29 Sep 1996,2,Nairobi (Gym),42.3,6.09,lost,259,,Pakistan
1777,,v Zimbabwe,31 Jan 1997,2,Johannesburg,48.3,5.34,won,259/6,,South Africa
1778,,v Pakistan,12 May 1997,2,Gwalior,49.5,5.19,lost,259,,Sri Lanka
1779,,v Australia,21 Apr 1998,1,Sharjah,50.0,5.18,lost,259/5,,New Zealand
1780,,v India,30 Sep 1998,1,Harare,50.0,5.18,won,259/5,,Zimbabwe
1781,,v West Indies,29 Oct 1998,2,Dhaka,50.0,5.18,lost,259/9,,Pakistan
1782,,v Sri Lanka,10 Nov 1998,1,Sharjah,50.0,5.18,won,259/7,,Zimbabwe
1783,,v Australia,13 Jan 1999,1,Sydney,50.0,5.18,lost,259/9,,Sri Lanka
1784,,v Australia,9 Jun 1999,2,Lord's,50.0,5.18,lost,259/6,,Zimbabwe
1785,,,,,,,,,,,
1786,,v India,19 Jan 2002,2,Kolkata,44.0,5.88,lost,259,,England
1787,,v Australia,27 Mar 2002,1,Potchefstroom,50.0,5.18,tied,259/7,,South Africa
1788,,v South Africa,27 Mar 2002,2,Potchefstroom,50.0,5.18,tied,259/9,,Australia
1789,,v New Zealand,3 Nov 2003,2,Pune,49.5,5.19,won,259/8,,Australia
1790,,v Pakistan,10 Jan 2004,2,Christchurch,46.2,5.58,won,259/3,,New Zealand
1791,,v New Zealand,25 Feb 2004,1,Dunedin,50.0,5.18,lost,259/7,,South Africa
1792,,v Sri Lanka,31 Aug 2004,2,Colombo (SSC),48.1,5.37,lost,259,,South Africa
1793,,v Australia,4 Sep 2004,2,Lord's,48.2,5.35,lost,259,,Pakistan
1794,,v England,21 Sep 2004,1,Birmingham,50.0,5.18,lost,259/9,,Australia
1795,,v Bermuda,20 May 2006,1,Port of Spain,50.0,5.18,won,259/7,,Zimbabwe
1796,,v Scotland,21 Jan 2007,1,Mombasa,50.0,5.18,won,259/9,,Kenya
1797,,v India,17 Feb 2007,1,Visakhapatnam,47.0,5.51,lost,259/7,,Sri Lanka
1798,,v Kenya,6 Apr 2009,1,Potchefstroom,50.0,5.18,lost,259/5,,Bermuda
1799,,v New Zealand,1 Dec 2010,2,Jaipur,43.0,6.02,won,259/2,,India
1800,,v New Zealand,22 Oct 2011,1,Harare,50.0,5.18,lost,259/8,,Zimbabwe
1801,,v Netherlands,31 Mar 2012,2,Sharjah,46.2,5.58,won,259/5,,Afghanistan
1802,,v England,17 Feb 2013,2,Hamilton,48.5,5.30,won,259/7,,New Zealand
1803,,v Afghanistan,8 Mar 2013,1,Sharjah,50.0,5.18,lost,259/9,,Scotland
1804,,v Sri Lanka,23 Mar 2013,1,Hambantota,50.0,5.18,lost,259/8,,Bangladesh
1805,,v Pakistan,6 Nov 2013,1,Abu Dhabi,50.0,5.18,won,259/8,,South Africa
1806,,v England,24 Jan 2014,2,Perth,47.4,5.43,lost,259,,Australia
1807,,v Zimbabwe,24 Jul 2014,1,Bulawayo,49.1,5.26,won,259,,Afghanistan
1808,,v India,10 Mar 2015,1,Hamilton,49.0,5.28,lost,259,,Ireland
1809,,v Sri Lanka,11 Jul 2015,2,Dambulla,45.2,5.71,won,259/4,,Pakistan
1810,,v Zimbabwe,1 Oct 2015,1,Harare,50.0,5.18,won,259/6,,Pakistan
1811,,v Scotland,26 Jan 2016,1,Mong Kok,49.1,5.26,won,259,,Hong Kong
1812,,v Australia,22 Mar 1986,1,Christchurch,49.0,5.26,won,258/7,,New Zealand
1813,,v Pakistan,30 Oct 1987,1,Karachi,50.0,5.16,won,258/7,,West Indies
1814,,v Sri Lanka,29 Mar 1988,1,Sharjah,50.0,5.16,won,258/8,,New Zealand
1815,,v West Indies,7 Jan 1989,1,Brisbane,50.0,5.16,won,258/7,,Pakistan
1816,,v Pakistan,10 Jan 1989,1,Melbourne,43.0,6.00,won,258/4,,Australia
1817,,v New Zealand,26 Apr 1990,1,Sharjah,50.0,5.16,won,258/5,,Australia
1818,,v New Zealand,19 Mar 1993,1,Dunedin,50.0,5.16,won,258/4,,Australia
1819,,v England,19 May 1993,1,Manchester,55.0,4.69,won,258/9,,Australia
1820,,v India,27 Feb 1996,1,Mumbai,50.0,5.16,won,258,,Australia
1821,,v India,21 Sep 1996,1,Toronto,50.0,5.16,won,258/8,,Pakistan
1822,,v Pakistan,10 Jan 1997,2,Perth,48.4,5.30,won,258/5,,West Indies
1823,,v South Africa,8 Apr 1997,1,Johannesburg,50.0,5.16,won,258/7,,Australia
1824,,v South Africa,14 Aug 1998,1,Nottingham,47.5,5.39,won,258,,Sri Lanka
1825,,v India,20 Sep 1998,2,Toronto,48.2,5.33,won,258/5,,Pakistan
1826,,v New Zealand,24 Oct 1998,1,Dhaka,50.0,5.16,lost,258/7,,Zimbabwe
1827,,v New Zealand,4 Nov 2000,2,Cape Town,50.0,5.16,won,258/7,,South Africa
1828,,v Pakistan,9 Jun 2001,2,Cardiff,45.4,5.64,won,258/3,,Australia
1829,,v Zimbabwe,1 Jul 2001,2,Bulawayo,49.5,5.17,won,258/5,,West Indies
1830,,v Bangladesh,7 Aug 2002,1,Colombo (RPS),50.0,5.16,won,258/6,,Sri Lanka
1831,,v South Africa,1 Dec 2002,2,Benoni,41.4,6.19,won,258/3,,Sri Lanka
1832,,v Sri Lanka,20 Dec 2002,1,Perth,50.0,5.16,won,258/9,,England
1833,,v West Indies,21 May 2003,1,Gros Islet,50.0,5.16,won,258/4,,Australia
1834,,v Australia,3 Nov 2003,1,Pune,50.0,5.16,lost,258/9,,New Zealand
1835,,v Zimbabwe,3 Oct 2004,2,Peshawar,48.1,5.35,won,258/7,,Pakistan
1836,,,,,,,,,,,
1837,,v West Indies,21 May 2005,1,Gros Islet,50.0,5.16,won,258/8,,Pakistan
1838,,v Sri Lanka,22 Jan 2006,2,Sydney,50.0,5.16,lost,258,,Australia
1839,,v Sri Lanka,6 Jul 2006,2,Amstelveen,49.0,5.26,lost,258,,Netherlands
1840,,v West Indies,2 Nov 2006,1,Jaipur,50.0,5.16,lost,258/8,,South Africa
1841,,v Australia,4 Mar 2008,1,Brisbane,50.0,5.16,won,258/9,,India
1842,,v Sri Lanka,27 Aug 2008,1,Colombo (RPS),49.4,5.19,won,258,,India
1843,,v England,2 Oct 2009,2,Centurion,41.5,6.16,won,258/1,,Australia
1844,,v Canada,1 Jul 2010,2,The Hague,48.4,5.30,won,258/4,,Afghanistan
1845,,v India,1 Dec 2010,1,Jaipur,50.0,5.16,lost,258/8,,New Zealand
1846,,v West Indies,13 Oct 2011,2,Dhaka,50.0,5.16,lost,258/7,,Bangladesh
1847,,v England,23 Jan 2013,2,Mohali,47.3,5.43,won,258/5,,India
1848,,v New Zealand,17 Feb 2013,1,Hamilton,49.3,5.21,lost,258,,England
1849,,v South Africa,31 May 2013,2,Amstelveen,50.0,5.16,lost,258/9,,Netherlands
1850,,v Afghanistan,4 Dec 2014,1,ICCA Dubai,50.0,5.16,won,258/9,,U.A.E.
1851,,v New Zealand,5 Jan 2016,2,Mount Maunganui,47.1,5.46,lost,258,,Sri Lanka
1852,,v Bangladesh,25 Sep 2016,2,Dhaka,50.0,5.16,lost,258,,Afghanistan
1853,,v Bangladesh,17 May 2017,2,Dublin,47.3,5.43,won,258/6,,New Zealand
1854,,v Australia,3 Jun 1985,2,Lord's,49.0,5.24,won,257/2,,England
1855,,v India,23 Oct 1991,1,Sharjah,50.0,5.14,won,257/7,,Pakistan
1856,,v England,4 Mar 1993,2,Gwalior,48.0,5.35,won,257/7,,India
1857,,v India,30 Oct 1994,1,Kanpur,50.0,5.14,won,257/6,,West Indies
1858,,v New Zealand,18 Dec 1994,2,East London,47.1,5.44,won,257/5,,Sri Lanka
1859,,v Australia,8 Mar 1995,1,Bridgetown,49.4,5.17,won,257,,West Indies
1860,,v Pakistan,1 Oct 1995,1,Faisalabad,50.0,5.14,won,257/7,,Sri Lanka
1861,,v Sri Lanka,21 Dec 1995,2,Sydney,49.4,5.17,won,257/5,,Australia
1862,,v West Indies,10 Jan 1997,1,Perth,50.0,5.14,lost,257/7,,Pakistan
1863,,v Zimbabwe,11 Oct 1997,2,Nairobi (Gym),47.1,5.44,lost,257,,Bangladesh
1864,,v India,16 Sep 1998,1,Toronto,50.0,5.14,won,257/5,,Pakistan
1865,,v New Zealand,9 Jan 1999,1,Taupo,50.0,5.14,lost,257/5,,India
1866,,v South Africa,25 Mar 1999,1,Napier,48.0,5.35,n/r,257/8,,New Zealand
1867,,v Zimbabwe,25 Mar 1999,1,Dhaka,50.0,5.14,lost,257/5,,Bangladesh
1868,,v Australia,9 Jun 2001,1,Cardiff,49.5,5.15,lost,257,,Pakistan
1869,,v New Zealand,15 Jan 2002,1,Hobart,50.0,5.14,won,257/7,,South Africa
1870,,v Bangladesh,15 Sep 2003,1,Lahore,50.0,5.14,won,257/9,,Pakistan
1871,,v Bangladesh,17 Jul 2004,1,Colombo (SSC),50.0,5.14,won,257/6,,Pakistan
1872,,v India,27 Dec 2004,2,Dhaka,50.0,5.14,lost,257/9,,Bangladesh
1873,,v South Africa,7 Feb 2006,1,Hobart,50.0,5.14,won,257/9,,Sri Lanka
1874,,v England,17 Jun 2006,1,Lord's,50.0,5.14,won,257/9,,Sri Lanka
1875,,v India,11 Feb 2007,1,Rajkot,50.0,5.14,won,257/8,,Sri Lanka
1876,,v West Indies,15 Apr 2008,1,Gros Islet,50.0,5.14,n/r,257/8,,Sri Lanka
1877,,v Australia,2 Oct 2009,1,Centurion,47.4,5.39,lost,257,,England
1878,,v Afghanistan,1 Jul 2010,1,The Hague,50.0,5.14,lost,257/7,,Canada
1879,,v Sri Lanka,18 Nov 2011,1,Dubai (DSC),50.0,5.14,won,257/8,,Pakistan
1880,,v England,29 Jun 2012,2,Lord's,50.0,5.14,lost,257/9,,Australia
1881,,v India,23 Jan 2013,1,Mohali,50.0,5.14,lost,257/7,,England
1882,,v Australia,10 Feb 2013,2,Melbourne,49.5,5.15,lost,257,,West Indies
1883,,v South Africa,12 Jul 2014,2,Hambantota,44.3,5.77,lost,257,,Sri Lanka
1884,,v Afghanistan,20 Jul 2014,2,Bulawayo,43.3,5.90,won,257/2,,Zimbabwe
1885,,v Zimbabwe,19 Aug 2014,1,Bulawayo,49.4,5.17,won,257,,South Africa
1886,,v Sri Lanka,22 Jul 2015,2,Colombo (RPS),40.5,6.29,won,257/3,,Pakistan
1887,,,,,,,,,,,
1888,,v West Indies,19 Nov 2016,1,Bulawayo,50.0,5.14,tied,257,,Zimbabwe
1889,,v Zimbabwe,19 Nov 2016,2,Bulawayo,50.0,5.14,tied,257/8,,West Indies
1890,,v New Zealand,5 Feb 2017,2,Hamilton,47.0,5.46,lost,257,,Australia
1891,,v New Zealand,17 May 2017,1,Dublin,50.0,5.14,lost,257/9,,Bangladesh
1892,,v India,26 May 1986,2,Manchester,53.5,4.75,won,256/5,,England
1893,,v India,4 Mar 1993,1,Gwalior,50.0,5.12,lost,256,,England
1894,,v South Africa,8 Jan 1994,1,Brisbane,50.0,5.12,won,256/7,,New Zealand
1895,,v Zimbabwe,3 Nov 1994,1,Harare,50.0,5.12,won,256/5,,Sri Lanka
1896,,v India,7 Nov 1994,2,Visakhapatnam,43.0,5.95,lost,256/7,,West Indies
1897,,v West Indies,9 Nov 1994,2,Cuttack,49.2,5.18,won,256/2,,India
1898,,v South Africa,31 Jan 1997,1,Johannesburg,50.0,5.12,lost,256/8,,Zimbabwe
1899,,v Sri Lanka,20 Aug 1998,1,Lord's,50.0,5.12,lost,256/8,,England
1900,,v Pakistan,20 Sep 1998,1,Toronto,50.0,5.12,lost,256/9,,India
1901,,v West Indies,11 Jul 2000,1,Canterbury,50.0,5.12,won,256/4,,Zimbabwe
1902,,v South Africa,4 Nov 2000,1,Cape Town,50.0,5.12,lost,256/9,,New Zealand
1903,,v Zimbabwe,26 Oct 2001,1,Sharjah,50.0,5.12,won,256/6,,Sri Lanka
1904,,v Australia,19 Jun 2002,1,Brisbane,50.0,5.12,won,256/7,,Pakistan
1905,,v Zimbabwe,15 Mar 2003,1,East London,50.0,5.12,won,256/5,,Sri Lanka
1906,,v Kenya,6 Apr 2003,1,Sharjah,50.0,5.12,won,256/5,,Sri Lanka
1907,,v Zimbabwe,29 Nov 2003,1,Harare,45.0,5.68,won,256/3,,West Indies
1908,,v Sri Lanka,3 Jan 2006,2,Christchurch,48.0,5.33,won,256/5,,New Zealand
1909,,v England,6 Feb 2007,2,Brisbane,50.0,5.12,lost,256/8,,New Zealand
1910,,v West Indies,27 Jan 2008,2,Port Elizabeth,48.4,5.26,won,256/3,,South Africa
1911,,v Sri Lanka,31 Jan 2009,1,Colombo (RPS),50.0,5.12,won,256/9,,India
1912,,v South Africa,13 Apr 2009,2,Port Elizabeth,45.5,5.58,lost,256,,Australia
1913,,v Australia,17 Apr 2009,2,Johannesburg,45.5,5.58,lost,256,,South Africa
1914,,v Kenya,12 Jul 2009,1,Dublin,50.0,5.12,won,256/7,,Ireland
1915,,v Australia,4 Sep 2009,2,The Oval,50.0,5.12,lost,256/8,,England
1916,,v West Indies,7 Feb 2010,1,Melbourne,50.0,5.12,won,256/8,,Australia
1917,,v Pakistan,22 Sep 2010,1,Southampton,50.0,5.12,won,256/6,,England
1918,,v Afghanistan,31 Mar 2012,1,Sharjah,50.0,5.12,lost,256/9,,Netherlands
1919,,v England,25 May 2014,1,Chester-le-Street,50.0,5.12,won,256/8,,Sri Lanka
1920,,v Zimbabwe,20 Jul 2014,1,Bulawayo,50.0,5.12,lost,256/7,,Afghanistan
1921,,v Australia,19 Nov 2014,2,Canberra,44.3,5.75,lost,256,,South Africa
1922,,v Zimbabwe,28 Nov 2014,1,Dhaka,50.0,5.12,won,256/8,,Bangladesh
1923,,v Pakistan,22 Jul 2015,1,Colombo (RPS),50.0,5.12,lost,256/9,,Sri Lanka
1924,,v Zimbabwe,3 Oct 2015,2,Harare,48.0,5.33,lost,256/8,,Pakistan
1925,,v Sri Lanka,24 Jun 2016,2,Birmingham,34.1,7.49,won,256/0,,England
1926,,v Australia,4 Dec 2016,2,Sydney,44.2,5.77,lost,256,,New Zealand
1927,,v India,29 Mar 1983,2,Albion,47.0,5.42,lost,255/9,,West Indies
1928,,v Australia,4 Jan 1987,1,Perth,50.0,5.10,won,255/8,,West Indies
1929,,v India,25 Oct 1989,1,Kanpur,50.0,5.10,lost,255/7,,England
1930,,v Pakistan,25 Feb 1990,1,Sydney,50.0,5.10,won,255/6,,Australia
1931,,v New Zealand,15 Feb 1992,1,Christchurch,40.0,6.37,won,255/7,,England
1932,,v Pakistan,24 Aug 1992,2,Manchester,43.4,5.83,won,255/4,,England
1933,,v New Zealand,30 Mar 1994,1,Wellington,50.0,5.10,won,255/5,,India
1934,,v Sri Lanka,18 Dec 1994,1,East London,50.0,5.10,lost,255/4,,New Zealand
1935,,v Australia,21 Dec 1995,1,Sydney,50.0,5.10,lost,255/9,,Sri Lanka
1936,,v Sri Lanka,24 Aug 1997,2,Colombo (SSC),50.0,5.10,lost,255/8,,India
1937,,v India,8 Sep 1999,2,Singapore,47.4,5.34,won,255/6,,West Indies
1938,,,,,,,,,,,
1939,,v West Indies,19 Oct 1999,1,Sharjah,50.0,5.10,won,255/5,,Pakistan
1940,,v Pakistan,11 Oct 2000,2,Nairobi (Gym),49.0,5.20,won,255/6,,New Zealand
1941,,v Zimbabwe,2 Dec 2000,2,Cuttack,47.2,5.38,won,255/7,,India
1942,,v India,25 Mar 2001,2,Bengaluru,43.3,5.86,lost,255,,Australia
1943,,v Sri Lanka,8 Apr 2001,1,Sharjah,50.0,5.10,won,255/9,,Pakistan
1944,,v West Indies,1 Jul 2001,1,Bulawayo,50.0,5.10,lost,255/5,,Zimbabwe
1945,,v India,3 Feb 2002,1,Mumbai,49.1,5.18,won,255,,England
1946,,v India,10 Mar 2002,2,Mohali,43.3,5.86,lost,255,,Zimbabwe
1947,,v Namibia,16 Feb 2003,1,Kimberley,50.0,5.10,won,255/9,,Pakistan
1948,,v Zimbabwe,19 Feb 2003,1,Harare,50.0,5.10,won,255/7,,India
1949,,v New Zealand,10 Jan 2004,1,Christchurch,50.0,5.10,lost,255/9,,Pakistan
1950,,v Zimbabwe,20 Jan 2004,1,Brisbane,50.0,5.10,won,255/6,,India
1951,,v South Africa,17 Feb 2004,2,Christchurch,45.1,5.64,won,255/5,,New Zealand
1952,,v West Indies,7 May 2005,2,Kingston,45.0,5.66,won,255/2,,South Africa
1953,,v India,7 Aug 2005,2,Colombo (RPS),50.0,5.10,lost,255/9,,West Indies
1954,,v Zimbabwe,4 Sep 2005,2,Harare,48.1,5.29,won,255/6,,India
1955,,v ICC World XI,5 Oct 2005,1,Melbourne (Docklands),50.0,5.10,won,255/8,,Australia
1956,,v New Zealand,3 Jan 2006,1,Christchurch,50.0,5.10,lost,255/7,,Sri Lanka
1957,,v New Zealand,25 Feb 2006,2,Christchurch,49.0,5.20,lost,255,,West Indies
1958,,v India,28 May 2006,1,Port of Spain,50.0,5.10,won,255/6,,West Indies
1959,,v Sri Lanka,17 Oct 2006,2,Jaipur,48.1,5.29,won,255/6,,Pakistan
1960,,v India,15 Nov 2007,1,Gwalior,50.0,5.10,lost,255/6,,Pakistan
1961,,v New Zealand,14 Dec 2007,2,Adelaide,42.3,6.00,won,255/3,,Australia
1962,,v West Indies,25 Jan 2008,1,Cape Town,50.0,5.10,won,255/9,,South Africa
1963,,v England,22 Aug 2008,2,Leeds,49.4,5.13,lost,255,,South Africa
1964,,v India,28 Oct 2009,2,Nagpur,48.3,5.25,lost,255,,Australia
1965,,v West Indies,3 Jun 2010,2,Port of Spain,49.4,5.13,won,255/9,,South Africa
1966,,v India,16 Jun 2011,2,Kingston,48.4,5.23,won,255/3,,West Indies
1967,,v Netherlands,28 Jun 2011,1,Aberdeen,50.0,5.10,won,255/7,,Scotland
1968,,v Sri Lanka,31 Jul 2012,2,Colombo (RPS),42.2,6.02,won,255/4,,India
1969,,v Pakistan,7 Oct 2014,1,Sharjah,50.0,5.10,won,255/8,,Australia
1970,,v Pakistan,12 Dec 2014,2,Sharjah,46.0,5.54,won,255/6,,New Zealand
1971,,v Zimbabwe,10 Jul 2015,1,Harare,50.0,5.10,won,255/6,,India
1972,,v Pakistan,11 Jul 2015,1,Dambulla,50.0,5.10,lost,255/8,,Sri Lanka
1973,,v Pakistan,27 Aug 2016,2,Lord's,47.3,5.36,won,255/6,,England
1974,,v England,3 Jun 1985,1,Lord's,55.0,4.61,lost,254/5,,Australia
1975,,v England,26 May 1986,1,Manchester,55.0,4.61,lost,254/6,,India
1976,,v India,5 Nov 1987,1,Mumbai,50.0,5.08,won,254/6,,England
1977,,v Sri Lanka,29 Oct 1988,2,Dhaka,44.0,5.77,lost,254,,India
1978,,v Pakistan,8 Mar 1989,2,Wellington,46.5,5.42,won,254/4,,New Zealand
1979,,v Sri Lanka,10 Feb 1990,2,Brisbane,47.0,5.40,won,254/5,,Pakistan
1980,,v Zimbabwe,27 Feb 1992,1,Hobart,50.0,5.08,won,254/4,,Pakistan
1981,,v England,24 Aug 1992,1,Manchester,55.0,4.61,lost,254/5,,Pakistan
1982,,v Australia,19 May 1993,2,Manchester,54.5,4.63,lost,254,,England
1983,,v India,11 Nov 1994,2,Jaipur,49.0,5.18,lost,254,,West Indies
1984,,v Zimbabwe,8 Dec 1994,1,Hobart,50.0,5.08,won,254/3,,Australia
1985,,v New Zealand,19 Feb 1995,1,Auckland,50.0,5.08,won,254/5,,Australia
1986,,v Sri Lanka,6 Mar 1996,2,Kandy,50.0,5.08,lost,254/7,,Kenya
1987,,v Pakistan,11 Apr 1998,2,East London,46.2,5.48,won,254/7,,South Africa
1988,,v India,15 May 1999,2,Hove,47.2,5.36,won,254/6,,South Africa
1989,,,,,,,,,,,
1990,,v West Indies,8 Sep 1999,1,Singapore,50.0,5.08,lost,254/6,,India
1991,,v Pakistan,19 Jun 2001,2,Nottingham,46.3,5.46,lost,254,,Australia
1992,,v India,29 Dec 2002,1,Napier,50.0,5.08,won,254/9,,New Zealand
1993,,v Canada,27 Feb 2003,1,East London,50.0,5.08,won,254/8,,South Africa
1994,,v Australia,30 May 2003,2,St George's,48.4,5.21,won,254/7,,West Indies
1995,,v Bangladesh,6 Aug 2003,1,Darwin,50.0,5.08,won,254/7,,Australia
1996,,v South Africa,20 Feb 2004,1,Wellington,38.0,6.68,won,254/5,,New Zealand
1997,,v Bangladesh,30 Jun 2005,2,Canterbury,48.1,5.27,won,254/4,,Australia
1998,,v South Africa,24 Jan 2006,2,Adelaide,50.0,5.08,lost,254/8,,Sri Lanka
1999,,v South Africa,5 Mar 2006,1,Port Elizabeth,50.0,5.08,won,254/6,,Australia
2000,,v West Indies,18 May 2006,2,Kingston,44.5,5.66,won,254/5,,India
2001,,v Netherlands,26 Nov 2006,2,Potchefstroom,50.0,5.08,lost,254/8,,Canada
2002,,v Kenya,4 Feb 2007,1,Nairobi (Gym),50.0,5.08,won,254/8,,Scotland
2003,,v Netherlands,5 Feb 2007,2,Nairobi (Gym),46.0,5.52,lost,254/8,,Ireland
2004,,v India,23 Mar 2007,1,Port of Spain,50.0,5.08,won,254/6,,Sri Lanka
2005,,v Australia,14 Dec 2007,1,Adelaide,50.0,5.08,lost,254/7,,New Zealand
2006,,v West Indies,22 Aug 2008,2,King City (NW),47.2,5.36,lost,254,,Canada
2007,,v Bangladesh,30 Aug 2008,1,Darwin,50.0,5.08,won,254/8,,Australia
2008,,v Australia,3 May 2009,2,Abu Dhabi,47.0,5.40,won,254/3,,Pakistan
2009,,v Zimbabwe,14 Aug 2009,2,Bulawayo,44.2,5.72,lost,254,,Bangladesh
2010,,v West Indies,4 Mar 2010,1,Providence,50.0,5.08,won,254/5,,Zimbabwe
2011,,v New Zealand,5 Feb 2011,2,Auckland,44.1,5.75,lost,254,,Pakistan
2012,,v New Zealand,25 Feb 2012,2,Wellington,45.2,5.60,won,254/4,,South Africa
2013,,v India,13 Mar 2012,2,Dhaka,45.1,5.62,lost,254,,Sri Lanka
2014,,v Canada,13 Mar 2013,2,ICCA Dubai,48.0,5.29,won,254/4,,Kenya
2015,,v West Indies,28 Feb 2014,2,North Sound,50.0,5.08,lost,254/6,,England
2016,,v Bangladesh,1 Mar 2014,1,Fatullah,50.0,5.08,won,254/6,,Afghanistan
2017,,v Zimbabwe,29 Dec 2015,2,Sharjah,47.4,5.32,won,254/6,,Afghanistan
2018,,v Zimbabwe,6 Jan 2016,2,Sharjah,49.4,5.11,won,254/8,,Afghanistan
2019,,v England,24 Jun 2016,1,Birmingham,50.0,5.08,lost,254/7,,Sri Lanka
2020,,v England,8 Nov 1987,1,Kolkata,50.0,5.06,won,253/5,,Australia
2021,,v New Zealand,8 Mar 1989,1,Wellington,50.0,5.06,lost,253/6,,Pakistan
2022,,v Pakistan,10 Feb 1990,1,Brisbane,50.0,5.06,lost,253/5,,Sri Lanka
2023,,v Pakistan,23 Oct 1991,2,Sharjah,50.0,5.06,lost,253/6,,India
2024,,v West Indies,26 Feb 1994,1,Kingston,50.0,5.06,lost,253/8,,England
2025,,v England,23 Feb 1997,1,Auckland,50.0,5.06,lost,253/8,,New Zealand
2026,,v Australia,24 May 1997,2,The Oval,48.2,5.23,won,253/4,,England
2027,,v Australia,21 Jan 1998,2,Melbourne,49.1,5.14,won,253/6,,New Zealand
2028,,v Pakistan,27 Mar 1999,1,Visakhapatnam,50.0,5.06,won,253/8,,Sri Lanka
2029,,v West Indies,24 Apr 1999,2,Bridgetown,48.3,5.21,won,253/6,,Australia
2030,,v South Africa,15 May 1999,1,Hove,50.0,5.06,lost,253/5,,India
2031,,v India,12 Jun 1999,2,Nottingham,48.2,5.23,won,253/5,,New Zealand
2032,,v India,2 Dec 2000,1,Cuttack,50.0,5.06,lost,253/7,,Zimbabwe
2033,,v West Indies,7 Feb 2001,1,Sydney,50.0,5.06,won,253/9,,Australia
2034,,v West Indies,19 Dec 2001,1,Colombo (RPS),50.0,5.06,won,253/8,,Sri Lanka
2035,,v New Zealand,27 Jan 2002,1,Adelaide,50.0,5.06,won,253/5,,South Africa
2036,,v Australia,30 Mar 2002,2,Bloemfontein,48.1,5.25,lost,253,,South Africa
2037,,v Sri Lanka,1 Dec 2002,1,Benoni,50.0,5.06,lost,253/7,,South Africa
2038,,v Sri Lanka,13 Jan 2003,2,Sydney,49.2,5.12,lost,253,,England
2039,,v Netherlands,25 Feb 2003,1,Paarl,50.0,5.06,won,253/9,,Pakistan
2040,,,,,,,,,,,
2041,,v Zimbabwe,8 Mar 2003,2,Bloemfontein,47.2,5.34,won,253/4,,New Zealand
2042,,v New Zealand,17 Feb 2004,1,Christchurch,50.0,5.06,lost,253/8,,South Africa
2043,,v India,24 Mar 2004,2,Lahore,47.5,5.28,lost,253,,Pakistan
2044,,v Pakistan,16 Jan 2005,2,Hobart,43.0,5.88,won,253/6,,Australia
2045,,v South Africa,7 May 2005,1,Kingston,48.5,5.18,lost,253,,West Indies
2046,,v Australia,19 Jun 2005,2,Bristol,47.3,5.32,won,253/7,,England
2047,,v Sri Lanka,8 Jan 2006,2,Napier,48.2,5.23,lost,253,,New Zealand
2048,,v Pakistan,17 Oct 2006,1,Jaipur,49.2,5.12,lost,253,,Sri Lanka
2049,,v Kenya,21 Jan 2007,2,Mombasa,50.0,5.06,lost,253/8,,Scotland
2050,,v Australia,9 Feb 2007,2,Melbourne,49.3,5.11,won,253/6,,England
2051,,v Sri Lanka,8 Feb 2008,1,Sydney,50.0,5.06,won,253/6,,Australia
